ID Loja,Valor Final
Shopping Center Interlagos,10077
Shopping Ibirapuera,7037
Shopping Eldorado,6856
Shopping SP Market,5720
Passei das Águas Shopping,5654
Shopping Barra,5097
Salvador Shopping,5091
Shopping Midway Mall,4702
Palladium Shopping Curitiba,4672
Iguatemi Campinas,3844
Ribeirão Shopping,3730
Shopping União de Osasco,3728
Norte Shopping,3598
Shopping Vila Velha,3396
Novo Shopping Ribeirão Preto,3283
Shopping Iguatemi Fortaleza,3191
Rio Mar Recife,3186
Bourbon Shopping SP,3102
Shopping Center Leste Aricanduva,3017
Center Shopping Uberlândia,2546
Shopping Morumbi,2303
Iguatemi Esplanada,2191
Rio Mar Shopping Fortaleza,1937
Shopping Recife,877
Parque Dom Pedro Shopping,532
