ID Loja,Valor Final
Shopping Recife,9077
Bourbon Shopping SP,7299
Ribeirão Shopping,6887
Shopping SP Market,6644
Novo Shopping Ribeirão Preto,6372
Shopping Midway Mall,5969
Shopping Eldorado,5714
Iguatemi Campinas,5546
Salvador Shopping,5341
Shopping Iguatemi Fortaleza,5262
Shopping União de Osasco,5236
Shopping Vila Velha,5092
Center Shopping Uberlândia,5035
Norte Shopping,4874
Passei das Águas Shopping,4737
Shopping Morumbi,4689
Rio Mar Shopping Fortaleza,3872
Rio Mar Recife,3615
Shopping Center Leste Aricanduva,3505
Iguatemi Esplanada,3010
Parque Dom Pedro Shopping,3000
Shopping Center Interlagos,2472
Shopping Ibirapuera,2266
Palladium Shopping Curitiba,1869
Shopping Barra,1601
