ID Loja,Valor Final
Shopping União de Osasco,10755
Parque Dom Pedro Shopping,10176
Shopping Eldorado,9156
Iguatemi Campinas,8877
Iguatemi Esplanada,8767
Shopping Center Interlagos,6743
Novo Shopping Ribeirão Preto,6304
Bourbon Shopping SP,5911
Shopping Ibirapuera,5831
Shopping Center Leste Aricanduva,5829
Passei das Águas Shopping,4068
Ribeirão Shopping,3868
Shopping Barra,3821
Shopping Recife,3699
Shopping Midway Mall,3494
Rio Mar Recife,3447
Norte Shopping,3291
Shopping Morumbi,3249
Shopping SP Market,3074
Rio Mar Shopping Fortaleza,2486
Salvador Shopping,2432
Palladium Shopping Curitiba,2273
Shopping Vila Velha,2182
Shopping Iguatemi Fortaleza,1954
Center Shopping Uberlândia,1753
