ID Loja,Valor Final
Salvador Shopping,9133
Shopping Vila Velha,9060
Rio Mar Shopping Fortaleza,8911
Passei das Águas Shopping,8629
Bourbon Shopping SP,7596
Iguatemi Esplanada,5704
Shopping Iguatemi Fortaleza,5589
Palladium Shopping Curitiba,5543
Shopping Recife,5517
Shopping Midway Mall,4730
Shopping Morumbi,4698
Novo Shopping Ribeirão Preto,4470
Shopping Ibirapuera,4401
Center Shopping Uberlândia,4057
Iguatemi Campinas,4055
Shopping Eldorado,4021
Shopping Barra,3446
Shopping SP Market,3100
Shopping União de Osasco,2890
Shopping Center Leste Aricanduva,2628
Rio Mar Recife,2480
Norte Shopping,1930
Ribeirão Shopping,1628
Shopping Center Interlagos,641
Parque Dom Pedro Shopping,539
