ID Loja,Valor Final
Shopping Recife,9554
Center Shopping Uberlândia,8516
Shopping Eldorado,8087
Shopping Ibirapuera,7493
Shopping SP Market,6841
Shopping Midway Mall,6786
Iguatemi Esplanada,5698
Shopping Center Leste Aricanduva,5575
Rio Mar Shopping Fortaleza,5287
Parque Dom Pedro Shopping,4967
Shopping União de Osasco,4249
Iguatemi Campinas,4020
Passei das Águas Shopping,3906
Novo Shopping Ribeirão Preto,3709
Shopping Morumbi,3547
Shopping Vila Velha,3382
Bourbon Shopping SP,3369
Ribeirão Shopping,3117
Shopping Barra,2892
Shopping Center Interlagos,2716
Shopping Iguatemi Fortaleza,2593
Salvador Shopping,2539
Palladium Shopping Curitiba,2110
Rio Mar Recife,1622
Norte Shopping,530
