ID Loja,Valor Final
Iguatemi Esplanada,11010
Palladium Shopping Curitiba,10507
Salvador Shopping,9888
Rio Mar Recife,9373
Shopping Eldorado,6170
Shopping Vila Velha,5388
Shopping Center Interlagos,5189
Shopping Ibirapuera,5178
Shopping Midway Mall,4828
Shopping Barra,4584
Center Shopping Uberlândia,4463
Shopping Recife,4305
Norte Shopping,4215
Passei das Águas Shopping,4083
Shopping Iguatemi Fortaleza,3806
Shopping Center Leste Aricanduva,3528
Ribeirão Shopping,3120
Shopping SP Market,2929
Iguatemi Campinas,2838
Parque Dom Pedro Shopping,2620
Shopping Morumbi,2604
Shopping União de Osasco,2458
Rio Mar Shopping Fortaleza,2170
Bourbon Shopping SP,1967
Novo Shopping Ribeirão Preto,1372
