ID Loja,Valor Final
Rio Mar Shopping Fortaleza,10172
Bourbon Shopping SP,9320
Rio Mar Recife,8842
Shopping Vila Velha,8792
Shopping Center Leste Aricanduva,7471
Shopping Morumbi,5778
Shopping Barra,5552
Passei das Águas Shopping,5348
Shopping União de Osasco,4837
Shopping Eldorado,4827
Iguatemi Esplanada,4815
Ribeirão Shopping,4474
Shopping Recife,4386
Shopping Iguatemi Fortaleza,4251
Salvador Shopping,3604
Parque Dom Pedro Shopping,3420
Shopping SP Market,3272
Center Shopping Uberlândia,2429
Shopping Center Interlagos,2277
Shopping Ibirapuera,1838
Palladium Shopping Curitiba,1817
Novo Shopping Ribeirão Preto,1540
Shopping Midway Mall,1456
Iguatemi Campinas,828
Norte Shopping,486
