ID Loja,Valor Final
Shopping União de Osasco,10734
Palladium Shopping Curitiba,8350
Parque Dom Pedro Shopping,8053
Shopping Barra,7664
Shopping Center Interlagos,6506
Shopping Morumbi,6342
Shopping Recife,6186
Shopping Iguatemi Fortaleza,5344
Salvador Shopping,5013
Norte Shopping,4974
Bourbon Shopping SP,4848
Iguatemi Esplanada,4786
Shopping Center Leste Aricanduva,4374
Passei das Águas Shopping,4059
Novo Shopping Ribeirão Preto,3834
Iguatemi Campinas,3171
Shopping Vila Velha,2977
Rio Mar Recife,2819
Shopping Midway Mall,2526
Shopping SP Market,2412
Rio Mar Shopping Fortaleza,2373
Center Shopping Uberlândia,1868
Shopping Ibirapuera,535
Ribeirão Shopping,402
Shopping Eldorado,100
