ID Loja,Valor Final
Shopping Center Interlagos,9632
Parque Dom Pedro Shopping,8829
Rio Mar Recife,8795
Palladium Shopping Curitiba,8705
Shopping Iguatemi Fortaleza,8541
Shopping Center Leste Aricanduva,7060
Norte Shopping,5605
Shopping Barra,5110
Rio Mar Shopping Fortaleza,5064
Shopping Eldorado,4927
Shopping SP Market,4889
Shopping Ibirapuera,4744
Shopping União de Osasco,4356
Passei das Águas Shopping,4140
Bourbon Shopping SP,3774
Shopping Midway Mall,3444
Shopping Vila Velha,3340
Ribeirão Shopping,3301
Shopping Recife,2590
Center Shopping Uberlândia,2554
Iguatemi Campinas,2276
Shopping Morumbi,2139
Iguatemi Esplanada,1773
Salvador Shopping,1457
Novo Shopping Ribeirão Preto,1244
