ID Loja,Valor Final
Bourbon Shopping SP,7211
Parque Dom Pedro Shopping,7076
Shopping Iguatemi Fortaleza,6913
Shopping Recife,6783
Passei das Águas Shopping,6460
Shopping União de Osasco,6329
Shopping Center Interlagos,6261
Shopping Morumbi,5574
Shopping Ibirapuera,4573
Rio Mar Recife,4459
Salvador Shopping,4417
Shopping SP Market,4204
Rio Mar Shopping Fortaleza,3904
Shopping Vila Velha,3632
Iguatemi Campinas,3390
Novo Shopping Ribeirão Preto,3309
Shopping Center Leste Aricanduva,3172
Iguatemi Esplanada,3087
Shopping Eldorado,3035
Norte Shopping,2760
Ribeirão Shopping,2668
Palladium Shopping Curitiba,1959
Shopping Midway Mall,1723
Shopping Barra,1047
Center Shopping Uberlândia,985
