ID Loja,Valor Final
Shopping SP Market,11774
Shopping Vila Velha,8915
Bourbon Shopping SP,8515
Palladium Shopping Curitiba,8088
Norte Shopping,6832
Shopping Iguatemi Fortaleza,6732
Center Shopping Uberlândia,6495
Parque Dom Pedro Shopping,6432
Shopping Midway Mall,6323
Shopping Recife,5725
Passei das Águas Shopping,5211
Shopping Morumbi,5045
Shopping Eldorado,4458
Rio Mar Recife,4281
Salvador Shopping,3745
Iguatemi Esplanada,3279
Shopping União de Osasco,3231
Shopping Center Leste Aricanduva,3127
Rio Mar Shopping Fortaleza,2704
Ribeirão Shopping,2047
Shopping Barra,2030
Iguatemi Campinas,1954
Shopping Center Interlagos,1915
Novo Shopping Ribeirão Preto,1052
Shopping Ibirapuera,38
