ID Loja,Valor Final
Palladium Shopping Curitiba,8140
Center Shopping Uberlândia,7699
Shopping Eldorado,7518
Bourbon Shopping SP,7415
Shopping Morumbi,6607
Shopping Iguatemi Fortaleza,6529
Iguatemi Campinas,6524
Rio Mar Shopping Fortaleza,6061
Rio Mar Recife,5999
Parque Dom Pedro Shopping,5283
Shopping Barra,4907
Shopping Midway Mall,4543
Ribeirão Shopping,4282
Salvador Shopping,4181
Shopping Vila Velha,3664
Shopping União de Osasco,3585
Novo Shopping Ribeirão Preto,3514
Shopping SP Market,3270
Passei das Águas Shopping,3169
Shopping Center Leste Aricanduva,2025
Norte Shopping,2012
Shopping Center Interlagos,1823
Shopping Recife,1372
Iguatemi Esplanada,961
Shopping Ibirapuera,785
