ID Loja,Valor Final
Iguatemi Esplanada,10946
Shopping Center Interlagos,10338
Parque Dom Pedro Shopping,7245
Bourbon Shopping SP,6483
Shopping Morumbi,6370
Norte Shopping,6358
Shopping União de Osasco,6249
Iguatemi Campinas,6232
Center Shopping Uberlândia,5706
Novo Shopping Ribeirão Preto,5453
Salvador Shopping,5178
Shopping Recife,4982
Shopping Vila Velha,4861
Shopping Ibirapuera,4793
Rio Mar Shopping Fortaleza,4790
Shopping Iguatemi Fortaleza,4541
Palladium Shopping Curitiba,4460
Rio Mar Recife,4278
Shopping Midway Mall,3951
Shopping Barra,3224
Shopping SP Market,2785
Ribeirão Shopping,2373
Passei das Águas Shopping,2153
Shopping Center Leste Aricanduva,529
Shopping Eldorado,455
