ID Loja,Valor Final
Shopping Midway Mall,9366
Shopping Iguatemi Fortaleza,8028
Iguatemi Esplanada,6610
Passei das Águas Shopping,5986
Rio Mar Shopping Fortaleza,5935
Center Shopping Uberlândia,5811
Rio Mar Recife,5740
Shopping Recife,5726
Shopping Morumbi,5318
Palladium Shopping Curitiba,5207
Shopping Center Leste Aricanduva,4791
Shopping Center Interlagos,4508
Salvador Shopping,4228
Shopping União de Osasco,4175
Parque Dom Pedro Shopping,4048
Bourbon Shopping SP,3748
Ribeirão Shopping,3550
Shopping Vila Velha,3445
Norte Shopping,3211
Shopping Eldorado,2921
Shopping Barra,2873
Novo Shopping Ribeirão Preto,2341
Iguatemi Campinas,1957
Shopping SP Market,1238
Shopping Ibirapuera,803
