ID Loja,Valor Final
Novo Shopping Ribeirão Preto,9982
Rio Mar Recife,9968
Shopping Ibirapuera,8298
Bourbon Shopping SP,7422
Shopping Recife,6924
Norte Shopping,6887
Rio Mar Shopping Fortaleza,6647
Iguatemi Campinas,6564
Shopping Vila Velha,5769
Shopping Center Interlagos,5767
Shopping Barra,4745
Palladium Shopping Curitiba,4285
Iguatemi Esplanada,4178
Shopping Eldorado,3912
Salvador Shopping,3834
Shopping União de Osasco,3509
Passei das Águas Shopping,3398
Center Shopping Uberlândia,3386
Shopping Center Leste Aricanduva,3255
Ribeirão Shopping,3082
Shopping Midway Mall,2680
Parque Dom Pedro Shopping,2073
Shopping Morumbi,1861
Shopping SP Market,1088
Shopping Iguatemi Fortaleza,940
