ID Loja,Valor Final
Shopping Recife,13286
Shopping Center Leste Aricanduva,9297
Shopping Center Interlagos,6851
Shopping Barra,6443
Salvador Shopping,6315
Palladium Shopping Curitiba,6118
Shopping SP Market,5939
Shopping União de Osasco,5868
Shopping Morumbi,5291
Rio Mar Shopping Fortaleza,5074
Iguatemi Campinas,4800
Ribeirão Shopping,4776
Shopping Vila Velha,4770
Shopping Ibirapuera,4759
Center Shopping Uberlândia,4434
Norte Shopping,4168
Passei das Águas Shopping,3441
Rio Mar Recife,3182
Shopping Iguatemi Fortaleza,2577
Bourbon Shopping SP,2521
Shopping Eldorado,2018
Iguatemi Esplanada,1929
Parque Dom Pedro Shopping,1824
Novo Shopping Ribeirão Preto,1430
Shopping Midway Mall,1160
