ID Loja,Valor Final
Shopping União de Osasco,12323
Iguatemi Campinas,10518
Bourbon Shopping SP,9883
Novo Shopping Ribeirão Preto,7267
Iguatemi Esplanada,7105
Shopping Midway Mall,6213
Shopping Iguatemi Fortaleza,6180
Rio Mar Recife,5888
Palladium Shopping Curitiba,5788
Norte Shopping,5485
Rio Mar Shopping Fortaleza,5442
Ribeirão Shopping,5174
Shopping Center Leste Aricanduva,5045
Shopping SP Market,4888
Shopping Recife,3930
Shopping Morumbi,3884
Shopping Vila Velha,3481
Shopping Center Interlagos,2993
Shopping Eldorado,2891
Passei das Águas Shopping,2888
Parque Dom Pedro Shopping,1011
Shopping Ibirapuera,912
Center Shopping Uberlândia,816
Salvador Shopping,418
Shopping Barra,100
