ID Loja,Valor Final
Iguatemi Esplanada,9676
Rio Mar Recife,8892
Iguatemi Campinas,7631
Passei das Águas Shopping,6555
Shopping Recife,5973
Shopping Iguatemi Fortaleza,5823
Bourbon Shopping SP,5565
Shopping Center Leste Aricanduva,5297
Palladium Shopping Curitiba,5123
Norte Shopping,4944
Ribeirão Shopping,4695
Shopping Morumbi,4513
Shopping Barra,4220
Shopping Vila Velha,3569
Shopping Midway Mall,3481
Shopping Ibirapuera,3453
Shopping SP Market,3030
Shopping União de Osasco,2849
Shopping Center Interlagos,2819
Center Shopping Uberlândia,2698
Rio Mar Shopping Fortaleza,2592
Parque Dom Pedro Shopping,2463
Novo Shopping Ribeirão Preto,1513
Shopping Eldorado,1379
Salvador Shopping,1129
