ID Loja,Valor Final
Shopping SP Market,12361
Palladium Shopping Curitiba,7779
Novo Shopping Ribeirão Preto,7552
Bourbon Shopping SP,6278
Shopping Eldorado,5962
Norte Shopping,5893
Iguatemi Esplanada,5874
Shopping Ibirapuera,5857
Rio Mar Recife,5694
Shopping Center Leste Aricanduva,5430
Shopping Recife,4961
Shopping Center Interlagos,4485
Rio Mar Shopping Fortaleza,4483
Ribeirão Shopping,4427
Shopping União de Osasco,4114
Shopping Barra,3459
Shopping Midway Mall,3196
Parque Dom Pedro Shopping,2964
Iguatemi Campinas,2785
Shopping Vila Velha,2780
Shopping Morumbi,2588
Passei das Águas Shopping,2586
Salvador Shopping,1369
Shopping Iguatemi Fortaleza,942
Center Shopping Uberlândia,535
