ID Loja,Valor Final
Shopping Eldorado,9190
Parque Dom Pedro Shopping,7623
Shopping Barra,7274
Rio Mar Recife,6791
Iguatemi Campinas,6611
Shopping Midway Mall,5949
Salvador Shopping,5807
Shopping Recife,5406
Norte Shopping,5193
Bourbon Shopping SP,5189
Shopping Iguatemi Fortaleza,4843
Shopping SP Market,4623
Center Shopping Uberlândia,4406
Shopping Morumbi,4097
Novo Shopping Ribeirão Preto,3267
Palladium Shopping Curitiba,3054
Ribeirão Shopping,3034
Shopping Ibirapuera,2844
Shopping Center Interlagos,2164
Shopping União de Osasco,2108
Shopping Vila Velha,1879
Rio Mar Shopping Fortaleza,1161
Shopping Center Leste Aricanduva,882
Passei das Águas Shopping,544
