ID Loja,Valor Final
Norte Shopping,12271
Novo Shopping Ribeirão Preto,9118
Shopping Vila Velha,8681
Rio Mar Recife,7354
Salvador Shopping,7153
Passei das Águas Shopping,7005
Shopping Midway Mall,6060
Rio Mar Shopping Fortaleza,5763
Shopping Iguatemi Fortaleza,5660
Shopping Morumbi,5617
Shopping Center Leste Aricanduva,5181
Shopping Eldorado,5002
Parque Dom Pedro Shopping,4720
Palladium Shopping Curitiba,4428
Iguatemi Campinas,3732
Shopping Center Interlagos,3370
Shopping União de Osasco,2470
Bourbon Shopping SP,2147
Shopping Ibirapuera,1978
Shopping SP Market,1708
Iguatemi Esplanada,1486
Shopping Barra,1106
Ribeirão Shopping,789
