ID Loja,Valor Final
Rio Mar Recife,13976
Iguatemi Campinas,12939
Shopping Iguatemi Fortaleza,10247
Shopping Morumbi,8940
Bourbon Shopping SP,8400
Salvador Shopping,7968
Shopping SP Market,6590
Shopping Midway Mall,5538
Shopping Center Interlagos,5364
Norte Shopping,5262
Shopping Center Leste Aricanduva,5171
Shopping Barra,5167
Palladium Shopping Curitiba,4573
Rio Mar Shopping Fortaleza,4511
Ribeirão Shopping,4505
Passei das Águas Shopping,4281
Parque Dom Pedro Shopping,4053
Shopping Vila Velha,3885
Iguatemi Esplanada,3148
Shopping Ibirapuera,2988
Shopping Eldorado,1998
Shopping União de Osasco,1387
Novo Shopping Ribeirão Preto,856
Center Shopping Uberlândia,542
Shopping Recife,324
