ID Loja,Valor Final
Center Shopping Uberlândia,11967
Shopping União de Osasco,9757
Ribeirão Shopping,8304
Parque Dom Pedro Shopping,6235
Shopping Recife,5456
Salvador Shopping,5409
Novo Shopping Ribeirão Preto,5253
Rio Mar Shopping Fortaleza,5203
Shopping Center Leste Aricanduva,4652
Shopping Iguatemi Fortaleza,4482
Shopping Midway Mall,4309
Norte Shopping,4218
Passei das Águas Shopping,3818
Shopping Barra,3796
Palladium Shopping Curitiba,3656
Shopping Morumbi,3450
Shopping Center Interlagos,3449
Rio Mar Recife,2847
Shopping Eldorado,2831
Iguatemi Esplanada,2410
Shopping Vila Velha,2370
Iguatemi Campinas,2190
Shopping Ibirapuera,2014
Shopping SP Market,1409
Bourbon Shopping SP,546
