ID Loja,Valor Final
Shopping SP Market,11830
Salvador Shopping,10652
Shopping Eldorado,7871
Shopping Iguatemi Fortaleza,7029
Iguatemi Campinas,6891
Parque Dom Pedro Shopping,6883
Shopping Recife,6725
Bourbon Shopping SP,6647
Shopping União de Osasco,6566
Rio Mar Recife,5490
Passei das Águas Shopping,4925
Shopping Center Interlagos,4296
Palladium Shopping Curitiba,4192
Novo Shopping Ribeirão Preto,3973
Shopping Morumbi,3852
Center Shopping Uberlândia,3357
Norte Shopping,3221
Rio Mar Shopping Fortaleza,2889
Shopping Center Leste Aricanduva,2609
Iguatemi Esplanada,2411
Shopping Ibirapuera,1897
Shopping Midway Mall,1427
Shopping Vila Velha,1392
Ribeirão Shopping,1086
Shopping Barra,515
