ID Loja,Valor Final
Shopping Recife,11707
Rio Mar Recife,10647
Parque Dom Pedro Shopping,10106
Shopping Eldorado,7962
Center Shopping Uberlândia,7184
Iguatemi Esplanada,6756
Palladium Shopping Curitiba,5911
Novo Shopping Ribeirão Preto,4795
Salvador Shopping,4691
Shopping Vila Velha,4656
Bourbon Shopping SP,4541
Ribeirão Shopping,4279
Passei das Águas Shopping,4195
Norte Shopping,4023
Shopping Center Interlagos,3818
Shopping SP Market,3762
Shopping Iguatemi Fortaleza,3105
Shopping Midway Mall,2966
Shopping Barra,2626
Shopping Morumbi,2534
Rio Mar Shopping Fortaleza,2260
Shopping União de Osasco,2155
Shopping Center Leste Aricanduva,2136
Iguatemi Campinas,1745
Shopping Ibirapuera,723
