ID Loja,Valor Final
Palladium Shopping Curitiba,10844
Iguatemi Campinas,9933
Shopping Recife,7818
Shopping Iguatemi Fortaleza,7669
Shopping Barra,7306
Shopping Morumbi,6204
Shopping Eldorado,6106
Shopping SP Market,5477
Shopping Midway Mall,4848
Shopping Vila Velha,4420
Shopping Center Leste Aricanduva,4404
Parque Dom Pedro Shopping,4211
Salvador Shopping,3587
Shopping União de Osasco,3255
Norte Shopping,3208
Iguatemi Esplanada,3002
Shopping Center Interlagos,2947
Rio Mar Recife,2847
Bourbon Shopping SP,2697
Ribeirão Shopping,2574
Shopping Ibirapuera,2532
Center Shopping Uberlândia,2311
Novo Shopping Ribeirão Preto,1480
Passei das Águas Shopping,1411
Rio Mar Shopping Fortaleza,910
