ID Loja,Valor Final
Shopping Recife,8111
Iguatemi Campinas,7446
Bourbon Shopping SP,7394
Novo Shopping Ribeirão Preto,6859
Shopping Ibirapuera,6105
Shopping Center Interlagos,5643
Norte Shopping,5486
Shopping Eldorado,5461
Salvador Shopping,5308
Shopping Midway Mall,5300
Shopping Iguatemi Fortaleza,5086
Palladium Shopping Curitiba,4512
Rio Mar Shopping Fortaleza,4378
Shopping Center Leste Aricanduva,4045
Center Shopping Uberlândia,3657
Shopping Vila Velha,3412
Parque Dom Pedro Shopping,3161
Shopping Barra,3067
Shopping Morumbi,3025
Shopping União de Osasco,2855
Passei das Águas Shopping,2314
Iguatemi Esplanada,2020
Shopping SP Market,1874
Ribeirão Shopping,1182
Rio Mar Recife,486
