ID Loja,Valor Final
Salvador Shopping,10140
Shopping Eldorado,8748
Passei das Águas Shopping,8206
Shopping Iguatemi Fortaleza,7188
Iguatemi Esplanada,6963
Shopping Recife,6893
Shopping Morumbi,6647
Center Shopping Uberlândia,6149
Iguatemi Campinas,5600
Rio Mar Recife,4934
Shopping Ibirapuera,4771
Shopping Center Leste Aricanduva,4696
Ribeirão Shopping,4562
Palladium Shopping Curitiba,4538
Shopping SP Market,4341
Shopping Vila Velha,4308
Rio Mar Shopping Fortaleza,4018
Shopping Center Interlagos,3542
Novo Shopping Ribeirão Preto,3313
Shopping Midway Mall,2472
Shopping União de Osasco,1658
Norte Shopping,1624
Shopping Barra,1527
Parque Dom Pedro Shopping,1478
Bourbon Shopping SP,1229
