ID Loja,Valor Final
Norte Shopping,9184
Shopping SP Market,8095
Ribeirão Shopping,7691
Passei das Águas Shopping,7252
Shopping Iguatemi Fortaleza,6964
Center Shopping Uberlândia,6209
Novo Shopping Ribeirão Preto,6000
Iguatemi Esplanada,5561
Iguatemi Campinas,4959
Shopping Vila Velha,4888
Shopping Center Leste Aricanduva,4870
Bourbon Shopping SP,4774
Shopping Ibirapuera,4718
Shopping Barra,4413
Salvador Shopping,4186
Shopping União de Osasco,3875
Rio Mar Shopping Fortaleza,3529
Rio Mar Recife,2866
Shopping Eldorado,2809
Shopping Morumbi,2502
Shopping Midway Mall,2278
Parque Dom Pedro Shopping,2180
Shopping Recife,1990
Shopping Center Interlagos,1909
Palladium Shopping Curitiba,528
