ID Loja,Valor Final
Iguatemi Campinas,10176
Shopping Midway Mall,7210
Shopping Eldorado,6832
Shopping Barra,6799
Shopping Center Leste Aricanduva,6745
Shopping Vila Velha,6514
Parque Dom Pedro Shopping,6059
Rio Mar Shopping Fortaleza,5899
Rio Mar Recife,5779
Passei das Águas Shopping,4815
Norte Shopping,4152
Palladium Shopping Curitiba,3845
Shopping Iguatemi Fortaleza,3452
Shopping Ibirapuera,3049
Shopping Recife,3027
Ribeirão Shopping,2998
Center Shopping Uberlândia,2996
Bourbon Shopping SP,2884
Novo Shopping Ribeirão Preto,2860
Shopping Morumbi,2800
Shopping Center Interlagos,2781
Shopping União de Osasco,1671
Salvador Shopping,1375
Iguatemi Esplanada,1158
Shopping SP Market,1086
