ID Loja,Valor Final
Ribeirão Shopping,6735
Shopping União de Osasco,6282
Iguatemi Campinas,6231
Iguatemi Esplanada,5771
Shopping Iguatemi Fortaleza,5432
Shopping Recife,5136
Salvador Shopping,4987
Shopping Center Interlagos,4627
Shopping Ibirapuera,4625
Norte Shopping,4589
Passei das Águas Shopping,4178
Rio Mar Shopping Fortaleza,3953
Center Shopping Uberlândia,3910
Rio Mar Recife,3867
Shopping Vila Velha,3574
Shopping Morumbi,3175
Bourbon Shopping SP,2721
Shopping Eldorado,2670
Shopping Midway Mall,2545
Palladium Shopping Curitiba,2390
Shopping Center Leste Aricanduva,2381
Shopping Barra,2305
Parque Dom Pedro Shopping,1995
Shopping SP Market,841
Novo Shopping Ribeirão Preto,640
