ID Loja,Valor Final
Shopping SP Market,10170
Shopping Ibirapuera,10082
Passei das Águas Shopping,9551
Center Shopping Uberlândia,8388
Shopping União de Osasco,8314
Palladium Shopping Curitiba,7782
Shopping Center Leste Aricanduva,7271
Iguatemi Campinas,6184
Shopping Iguatemi Fortaleza,6086
Novo Shopping Ribeirão Preto,5807
Shopping Midway Mall,5501
Ribeirão Shopping,5245
Iguatemi Esplanada,5110
Shopping Barra,4500
Rio Mar Shopping Fortaleza,4404
Shopping Recife,4046
Shopping Vila Velha,3982
Parque Dom Pedro Shopping,3332
Shopping Center Interlagos,3211
Rio Mar Recife,3026
Norte Shopping,2308
Shopping Eldorado,2299
Shopping Morumbi,1177
Salvador Shopping,727
Bourbon Shopping SP,543
