ID Loja,Valor Final
Rio Mar Shopping Fortaleza,12949
Shopping Vila Velha,8948
Parque Dom Pedro Shopping,8721
Ribeirão Shopping,8580
Salvador Shopping,8053
Shopping Center Leste Aricanduva,6692
Shopping Eldorado,6488
Shopping SP Market,6379
Bourbon Shopping SP,6083
Shopping Iguatemi Fortaleza,5735
Shopping Ibirapuera,5684
Novo Shopping Ribeirão Preto,5672
Shopping Morumbi,4303
Passei das Águas Shopping,4093
Shopping Center Interlagos,3900
Rio Mar Recife,3816
Norte Shopping,3755
Shopping União de Osasco,3136
Shopping Recife,3040
Center Shopping Uberlândia,2150
Shopping Barra,2102
Palladium Shopping Curitiba,2020
Shopping Midway Mall,1959
Iguatemi Campinas,1377
Iguatemi Esplanada,809
