ID Loja,Valor Final
Shopping SP Market,17238
Shopping Center Interlagos,12485
Palladium Shopping Curitiba,6925
Rio Mar Shopping Fortaleza,6290
Novo Shopping Ribeirão Preto,5975
Shopping Center Leste Aricanduva,5479
Parque Dom Pedro Shopping,5166
Shopping Barra,5065
Salvador Shopping,4852
Ribeirão Shopping,4730
Shopping Morumbi,4705
Bourbon Shopping SP,4705
Rio Mar Recife,4685
Shopping Eldorado,4217
Shopping Ibirapuera,3775
Norte Shopping,3352
Center Shopping Uberlândia,3232
Shopping Midway Mall,3215
Passei das Águas Shopping,3180
Shopping Recife,2704
Shopping Iguatemi Fortaleza,2060
Shopping Vila Velha,1955
Iguatemi Esplanada,1756
Iguatemi Campinas,1191
Shopping União de Osasco,944
