ID Loja,Valor Final
Iguatemi Esplanada,8521
Shopping SP Market,8171
Shopping Eldorado,7698
Parque Dom Pedro Shopping,7655
Iguatemi Campinas,6757
Rio Mar Recife,6380
Palladium Shopping Curitiba,5719
Shopping Center Leste Aricanduva,5618
Norte Shopping,5306
Shopping Recife,4994
Passei das Águas Shopping,4899
Shopping União de Osasco,4704
Bourbon Shopping SP,4136
Shopping Barra,4134
Shopping Iguatemi Fortaleza,4082
Shopping Midway Mall,3983
Salvador Shopping,3242
Ribeirão Shopping,3190
Shopping Center Interlagos,3180
Center Shopping Uberlândia,2879
Novo Shopping Ribeirão Preto,2510
Rio Mar Shopping Fortaleza,2195
Shopping Ibirapuera,1830
Shopping Morumbi,1562
Shopping Vila Velha,916
