ID Loja,Valor Final
Shopping Center Leste Aricanduva,12993
Rio Mar Recife,11129
Shopping Center Interlagos,8605
Iguatemi Campinas,8386
Shopping Ibirapuera,7912
Shopping Barra,7584
Rio Mar Shopping Fortaleza,7528
Shopping SP Market,7488
Shopping Eldorado,7301
Shopping Midway Mall,5706
Parque Dom Pedro Shopping,5464
Shopping Iguatemi Fortaleza,4907
Shopping União de Osasco,4681
Palladium Shopping Curitiba,4673
Ribeirão Shopping,4130
Shopping Recife,3962
Norte Shopping,3542
Passei das Águas Shopping,3013
Center Shopping Uberlândia,2429
Bourbon Shopping SP,2338
Salvador Shopping,1786
Shopping Morumbi,1566
Iguatemi Esplanada,1464
Shopping Vila Velha,1382
Novo Shopping Ribeirão Preto,356
