ID Loja,Valor Final
Ribeirão Shopping,14124
Norte Shopping,11611
Rio Mar Recife,9336
Shopping Iguatemi Fortaleza,7703
Shopping SP Market,7621
Iguatemi Campinas,6438
Passei das Águas Shopping,6233
Shopping Ibirapuera,5283
Rio Mar Shopping Fortaleza,5253
Parque Dom Pedro Shopping,4738
Iguatemi Esplanada,4524
Center Shopping Uberlândia,3860
Shopping Recife,3604
Shopping Vila Velha,3225
Shopping Center Interlagos,2906
Novo Shopping Ribeirão Preto,2707
Bourbon Shopping SP,2662
Palladium Shopping Curitiba,2662
Shopping Morumbi,2513
Shopping Midway Mall,1783
Shopping Center Leste Aricanduva,1781
Salvador Shopping,1634
Shopping União de Osasco,1530
Shopping Eldorado,1025
Shopping Barra,705
