ID Loja,Valor Final
Shopping Center Interlagos,9895
Shopping SP Market,8674
Shopping Iguatemi Fortaleza,7536
Iguatemi Esplanada,6810
Shopping Morumbi,6547
Shopping Vila Velha,6019
Passei das Águas Shopping,5741
Bourbon Shopping SP,5439
Shopping União de Osasco,4957
Ribeirão Shopping,4873
Rio Mar Shopping Fortaleza,4763
Shopping Recife,4311
Palladium Shopping Curitiba,4295
Salvador Shopping,3940
Shopping Barra,3423
Center Shopping Uberlândia,3410
Novo Shopping Ribeirão Preto,3386
Shopping Eldorado,3373
Rio Mar Recife,3127
Parque Dom Pedro Shopping,2855
Norte Shopping,2707
Shopping Center Leste Aricanduva,2493
Iguatemi Campinas,2435
Shopping Midway Mall,2326
Shopping Ibirapuera,2217
