ID Loja,Valor Final
Center Shopping Uberlândia,9911
Ribeirão Shopping,9518
Shopping Barra,8386
Salvador Shopping,6868
Rio Mar Recife,6307
Novo Shopping Ribeirão Preto,6015
Bourbon Shopping SP,5853
Passei das Águas Shopping,5351
Norte Shopping,4517
Shopping Recife,4464
Shopping Ibirapuera,4334
Shopping Morumbi,4195
Shopping União de Osasco,3885
Iguatemi Esplanada,3452
Parque Dom Pedro Shopping,3005
Shopping Eldorado,2714
Shopping SP Market,2682
Iguatemi Campinas,2412
Shopping Midway Mall,2261
Shopping Vila Velha,2193
Shopping Center Leste Aricanduva,2186
Shopping Center Interlagos,2037
Rio Mar Shopping Fortaleza,1953
Shopping Iguatemi Fortaleza,474
Palladium Shopping Curitiba,281
