ID Loja,Valor Final
Palladium Shopping Curitiba,10930
Norte Shopping,7866
Rio Mar Recife,7824
Passei das Águas Shopping,7597
Shopping Midway Mall,6766
Shopping Center Leste Aricanduva,6413
Center Shopping Uberlândia,5309
Iguatemi Esplanada,4822
Shopping Center Interlagos,4607
Shopping Vila Velha,4490
Shopping SP Market,4463
Shopping União de Osasco,4417
Ribeirão Shopping,4399
Rio Mar Shopping Fortaleza,4379
Salvador Shopping,4325
Shopping Ibirapuera,4225
Parque Dom Pedro Shopping,3975
Shopping Recife,3827
Shopping Eldorado,3376
Shopping Barra,3181
Iguatemi Campinas,2970
Bourbon Shopping SP,2831
Shopping Iguatemi Fortaleza,2380
Novo Shopping Ribeirão Preto,1825
Shopping Morumbi,1147
