ID Loja,Valor Final
Rio Mar Recife,8326
Shopping Midway Mall,8099
Palladium Shopping Curitiba,8094
Norte Shopping,6909
Shopping Vila Velha,6844
Shopping SP Market,6616
Parque Dom Pedro Shopping,6469
Rio Mar Shopping Fortaleza,6076
Ribeirão Shopping,5884
Iguatemi Esplanada,5504
Salvador Shopping,5491
Shopping Barra,5321
Shopping Center Leste Aricanduva,4600
Novo Shopping Ribeirão Preto,4460
Iguatemi Campinas,4388
Center Shopping Uberlândia,4277
Shopping Center Interlagos,3914
Shopping Ibirapuera,3836
Shopping Eldorado,3827
Shopping Morumbi,3659
Bourbon Shopping SP,2726
Shopping União de Osasco,2506
Passei das Águas Shopping,2122
Shopping Recife,1078
Shopping Iguatemi Fortaleza,170
