ID Loja,Valor Final
Shopping Ibirapuera,9327
Iguatemi Esplanada,7843
Shopping Eldorado,6359
Shopping Vila Velha,6283
Palladium Shopping Curitiba,6265
Novo Shopping Ribeirão Preto,5900
Shopping Recife,5577
Bourbon Shopping SP,5559
Passei das Águas Shopping,5465
Shopping Morumbi,5292
Shopping Midway Mall,5280
Norte Shopping,5149
Parque Dom Pedro Shopping,4557
Shopping Iguatemi Fortaleza,4518
Ribeirão Shopping,4383
Iguatemi Campinas,4040
Shopping Barra,3723
Shopping SP Market,3172
Shopping Center Interlagos,2351
Shopping Center Leste Aricanduva,2224
Center Shopping Uberlândia,2037
Shopping União de Osasco,1926
Rio Mar Recife,1861
Rio Mar Shopping Fortaleza,955
Salvador Shopping,396
