ID Loja,Valor Final
Iguatemi Campinas,11139
Salvador Shopping,11100
Shopping Vila Velha,9846
Shopping União de Osasco,8639
Rio Mar Shopping Fortaleza,8535
Shopping Eldorado,8401
Rio Mar Recife,7809
Bourbon Shopping SP,7005
Shopping Midway Mall,5646
Shopping Recife,5556
Shopping SP Market,5109
Ribeirão Shopping,5108
Shopping Barra,4355
Shopping Center Leste Aricanduva,3969
Shopping Morumbi,3397
Norte Shopping,3337
Palladium Shopping Curitiba,3257
Iguatemi Esplanada,3152
Shopping Iguatemi Fortaleza,3036
Shopping Center Interlagos,2745
Shopping Ibirapuera,2043
Center Shopping Uberlândia,1920
Passei das Águas Shopping,1864
Novo Shopping Ribeirão Preto,1620
Parque Dom Pedro Shopping,830
