ID Loja,Valor Final
Shopping Barra,8761
Norte Shopping,7727
Novo Shopping Ribeirão Preto,7458
Bourbon Shopping SP,7123
Shopping Recife,6096
Palladium Shopping Curitiba,5913
Iguatemi Esplanada,5494
Shopping Midway Mall,5464
Passei das Águas Shopping,5443
Shopping Vila Velha,5102
Shopping Morumbi,3536
Shopping Eldorado,3505
Shopping União de Osasco,3471
Parque Dom Pedro Shopping,3438
Shopping SP Market,3103
Shopping Iguatemi Fortaleza,2927
Shopping Ibirapuera,2689
Salvador Shopping,2620
Shopping Center Interlagos,2520
Iguatemi Campinas,2398
Shopping Center Leste Aricanduva,2274
Rio Mar Shopping Fortaleza,1975
Ribeirão Shopping,1692
Center Shopping Uberlândia,876
Rio Mar Recife,596
