ID Loja,Valor Final
Norte Shopping,21223
Shopping Recife,8949
Shopping SP Market,8052
Shopping Iguatemi Fortaleza,7870
Novo Shopping Ribeirão Preto,7480
Shopping Barra,6692
Shopping Center Leste Aricanduva,5869
Iguatemi Campinas,5796
Ribeirão Shopping,4452
Shopping União de Osasco,4171
Shopping Eldorado,3859
Shopping Vila Velha,3845
Rio Mar Shopping Fortaleza,3838
Bourbon Shopping SP,3763
Shopping Morumbi,3511
Passei das Águas Shopping,3498
Rio Mar Recife,3330
Center Shopping Uberlândia,3187
Palladium Shopping Curitiba,3163
Shopping Center Interlagos,2783
Parque Dom Pedro Shopping,2261
Iguatemi Esplanada,2217
Salvador Shopping,1998
Shopping Midway Mall,1429
Shopping Ibirapuera,1208
