ID Loja,Valor Final
Shopping Midway Mall,10545
Salvador Shopping,9459
Shopping Vila Velha,9348
Center Shopping Uberlândia,8995
Novo Shopping Ribeirão Preto,8894
Iguatemi Campinas,7376
Ribeirão Shopping,6817
Shopping Ibirapuera,6479
Rio Mar Recife,6242
Rio Mar Shopping Fortaleza,5868
Parque Dom Pedro Shopping,5018
Shopping Center Leste Aricanduva,4790
Palladium Shopping Curitiba,4646
Shopping União de Osasco,4482
Shopping Iguatemi Fortaleza,4356
Passei das Águas Shopping,4060
Norte Shopping,3668
Shopping Barra,3238
Shopping Morumbi,3019
Shopping Center Interlagos,2879
Bourbon Shopping SP,2857
Iguatemi Esplanada,2822
Shopping Recife,1448
Shopping SP Market,1348
Shopping Eldorado,954
