ID Loja,Valor Final
Shopping Iguatemi Fortaleza,8875
Shopping SP Market,8332
Center Shopping Uberlândia,6786
Salvador Shopping,6658
Shopping Vila Velha,6495
Shopping União de Osasco,6013
Passei das Águas Shopping,5820
Shopping Eldorado,5184
Iguatemi Esplanada,5072
Shopping Midway Mall,5062
Novo Shopping Ribeirão Preto,4859
Rio Mar Recife,4698
Shopping Center Interlagos,4516
Norte Shopping,4107
Palladium Shopping Curitiba,3898
Bourbon Shopping SP,3230
Iguatemi Campinas,3016
Shopping Ibirapuera,2761
Ribeirão Shopping,2742
Shopping Recife,2606
Shopping Morumbi,2305
Rio Mar Shopping Fortaleza,1964
Shopping Center Leste Aricanduva,1632
Shopping Barra,1494
Parque Dom Pedro Shopping,1188
