ID Loja,Valor Final
Shopping Morumbi,8740
Norte Shopping,8418
Center Shopping Uberlândia,8040
Shopping Center Leste Aricanduva,7484
Parque Dom Pedro Shopping,7077
Shopping Ibirapuera,6689
Rio Mar Shopping Fortaleza,6295
Shopping SP Market,5702
Shopping Vila Velha,5591
Iguatemi Esplanada,5583
Shopping Center Interlagos,4551
Bourbon Shopping SP,4365
Iguatemi Campinas,4169
Passei das Águas Shopping,3962
Shopping Iguatemi Fortaleza,3706
Ribeirão Shopping,3493
Shopping Eldorado,2594
Rio Mar Recife,2510
Shopping União de Osasco,2466
Palladium Shopping Curitiba,2187
Shopping Recife,2042
Salvador Shopping,2032
Shopping Barra,2008
Novo Shopping Ribeirão Preto,1646
Shopping Midway Mall,1495
