ID Loja,Valor Final
Rio Mar Recife,11296
Iguatemi Esplanada,9864
Parque Dom Pedro Shopping,9061
Ribeirão Shopping,7868
Bourbon Shopping SP,7287
Shopping Center Leste Aricanduva,7079
Novo Shopping Ribeirão Preto,5943
Palladium Shopping Curitiba,5916
Passei das Águas Shopping,5530
Shopping Vila Velha,5458
Shopping Eldorado,5289
Shopping Morumbi,4665
Shopping Center Interlagos,4477
Shopping Recife,3962
Shopping Ibirapuera,3897
Salvador Shopping,3507
Shopping SP Market,3505
Shopping União de Osasco,3174
Shopping Iguatemi Fortaleza,2767
Rio Mar Shopping Fortaleza,2607
Shopping Midway Mall,1806
Norte Shopping,1242
Iguatemi Campinas,1194
Center Shopping Uberlândia,1188
Shopping Barra,874
