ID Loja,Valor Final
Rio Mar Shopping Fortaleza,11749
Shopping Center Leste Aricanduva,9918
Shopping Morumbi,9584
Shopping Iguatemi Fortaleza,7466
Shopping União de Osasco,7318
Bourbon Shopping SP,5596
Rio Mar Recife,5474
Shopping Ibirapuera,5144
Shopping SP Market,5003
Passei das Águas Shopping,4538
Shopping Eldorado,4425
Shopping Recife,4317
Novo Shopping Ribeirão Preto,3920
Ribeirão Shopping,3761
Center Shopping Uberlândia,3488
Palladium Shopping Curitiba,3467
Shopping Barra,3275
Norte Shopping,3149
Shopping Midway Mall,3042
Shopping Vila Velha,2430
Salvador Shopping,2215
Iguatemi Esplanada,2066
Shopping Center Interlagos,2004
Parque Dom Pedro Shopping,1999
Iguatemi Campinas,1810
