ID Loja,Valor Final
Shopping Ibirapuera,8559
Rio Mar Recife,8533
Shopping Midway Mall,8258
Salvador Shopping,6048
Shopping Recife,5682
Iguatemi Esplanada,5591
Shopping Barra,5268
Ribeirão Shopping,5265
Novo Shopping Ribeirão Preto,5152
Shopping SP Market,5117
Shopping Center Leste Aricanduva,4934
Shopping Center Interlagos,4863
Parque Dom Pedro Shopping,4731
Passei das Águas Shopping,4696
Norte Shopping,4460
Shopping Morumbi,3249
Bourbon Shopping SP,3172
Shopping União de Osasco,2975
Rio Mar Shopping Fortaleza,2899
Shopping Vila Velha,2871
Iguatemi Campinas,2794
Shopping Eldorado,1886
Palladium Shopping Curitiba,1788
Center Shopping Uberlândia,1764
Shopping Iguatemi Fortaleza,1650
