ID Loja,Valor Final
Rio Mar Shopping Fortaleza,10084
Bourbon Shopping SP,9267
Shopping Vila Velha,7510
Norte Shopping,6625
Shopping Midway Mall,6081
Iguatemi Campinas,6080
Palladium Shopping Curitiba,5820
Shopping Barra,5613
Passei das Águas Shopping,5193
Shopping União de Osasco,5048
Salvador Shopping,4384
Shopping Iguatemi Fortaleza,4040
Shopping Center Leste Aricanduva,3790
Shopping Recife,3528
Parque Dom Pedro Shopping,3157
Iguatemi Esplanada,3046
Novo Shopping Ribeirão Preto,2926
Center Shopping Uberlândia,2808
Shopping Center Interlagos,2755
Rio Mar Recife,2688
Shopping Morumbi,2214
Shopping Eldorado,1894
Shopping SP Market,1862
Ribeirão Shopping,1846
Shopping Ibirapuera,866
