ID Loja,Valor Final
Iguatemi Campinas,11476
Bourbon Shopping SP,8076
Shopping Midway Mall,7571
Rio Mar Recife,6368
Shopping Vila Velha,6061
Ribeirão Shopping,5979
Parque Dom Pedro Shopping,5901
Shopping Iguatemi Fortaleza,5733
Shopping Center Interlagos,5599
Shopping Center Leste Aricanduva,4874
Norte Shopping,4819
Shopping Barra,4775
Shopping SP Market,4128
Shopping Morumbi,4032
Shopping Recife,3862
Shopping Eldorado,3862
Shopping Ibirapuera,3514
Shopping União de Osasco,3280
Palladium Shopping Curitiba,3181
Passei das Águas Shopping,3162
Center Shopping Uberlândia,3059
Salvador Shopping,2678
Novo Shopping Ribeirão Preto,2088
Rio Mar Shopping Fortaleza,1714
Iguatemi Esplanada,1298
