ID Loja,Valor Final
Rio Mar Recife,10981
Salvador Shopping,10383
Iguatemi Esplanada,9310
Shopping Morumbi,7936
Shopping Midway Mall,6767
Shopping Vila Velha,6651
Shopping Center Leste Aricanduva,6516
Iguatemi Campinas,5966
Shopping Center Interlagos,5680
Bourbon Shopping SP,5257
Novo Shopping Ribeirão Preto,4827
Parque Dom Pedro Shopping,4694
Palladium Shopping Curitiba,4397
Shopping Iguatemi Fortaleza,3670
Ribeirão Shopping,3209
Rio Mar Shopping Fortaleza,3170
Passei das Águas Shopping,3153
Shopping Ibirapuera,3028
Shopping Eldorado,2702
Shopping SP Market,2584
Shopping União de Osasco,2291
Center Shopping Uberlândia,2069
Shopping Barra,1928
Norte Shopping,1801
Shopping Recife,426
