ID Loja,Valor Final
Iguatemi Esplanada,9090
Shopping Center Interlagos,8533
Shopping Ibirapuera,8297
Palladium Shopping Curitiba,7828
Shopping SP Market,7265
Norte Shopping,7091
Ribeirão Shopping,6202
Center Shopping Uberlândia,5876
Rio Mar Recife,5606
Shopping Midway Mall,4883
Shopping Vila Velha,4796
Shopping Barra,4341
Shopping União de Osasco,3930
Bourbon Shopping SP,3805
Shopping Center Leste Aricanduva,3741
Shopping Iguatemi Fortaleza,3639
Shopping Eldorado,2554
Passei das Águas Shopping,2366
Rio Mar Shopping Fortaleza,2215
Shopping Recife,2126
Iguatemi Campinas,1784
Salvador Shopping,1758
Novo Shopping Ribeirão Preto,1735
Shopping Morumbi,1530
Parque Dom Pedro Shopping,216
