ID Loja,Valor Final
Norte Shopping,7882
Shopping Ibirapuera,7383
Shopping Center Leste Aricanduva,7227
Shopping Center Interlagos,6724
Shopping Iguatemi Fortaleza,6418
Rio Mar Shopping Fortaleza,6187
Iguatemi Esplanada,5746
Rio Mar Recife,5414
Salvador Shopping,5009
Shopping Vila Velha,4714
Shopping Midway Mall,4689
Shopping Barra,4552
Ribeirão Shopping,4430
Shopping Recife,4109
Center Shopping Uberlândia,3911
Iguatemi Campinas,3153
Bourbon Shopping SP,2660
Shopping SP Market,2573
Palladium Shopping Curitiba,2421
Parque Dom Pedro Shopping,2045
Shopping Morumbi,1897
Passei das Águas Shopping,1701
Shopping União de Osasco,1672
Novo Shopping Ribeirão Preto,1516
Shopping Eldorado,967
