ID Loja,Valor Final
Iguatemi Campinas,10972
Salvador Shopping,10265
Parque Dom Pedro Shopping,8592
Novo Shopping Ribeirão Preto,8149
Shopping SP Market,7080
Rio Mar Recife,6609
Ribeirão Shopping,6138
Iguatemi Esplanada,5671
Palladium Shopping Curitiba,5293
Shopping Morumbi,5277
Shopping Iguatemi Fortaleza,5080
Shopping Ibirapuera,4874
Shopping Vila Velha,4873
Shopping Barra,4742
Bourbon Shopping SP,4011
Shopping União de Osasco,3963
Rio Mar Shopping Fortaleza,3481
Passei das Águas Shopping,3402
Shopping Recife,3258
Shopping Eldorado,2564
Center Shopping Uberlândia,2559
Shopping Midway Mall,1978
Norte Shopping,1836
Shopping Center Leste Aricanduva,1568
Shopping Center Interlagos,908
