,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
12457,8608,2019-02-15,10,Terno Listrado,1,709,709
12458,8608,2019-02-15,10,Meia Estampa,1,50,50
12459,8608,2019-02-15,10,Cinto Listrado,3,214,642
12460,8609,2019-02-15,10,Camisa Liso,2,105,210
12475,8620,2019-02-15,10,Cinto,1,200,200
12476,8620,2019-02-15,10,Camisa Estampa,5,113,565
12477,8620,2019-02-15,10,Bermuda,1,150,150
12613,8701,2019-02-15,10,Camiseta Estampa,1,196,196
12640,8727,2019-02-15,10,Camisa Gola V Xadrez,1,107,107
12641,8727,2019-02-15,10,Sapato Xadrez,2,368,736
12655,8737,2019-02-15,10,Calça,1,170,170
12656,8737,2019-02-15,10,Calça Xadrez,2,185,370
12657,8737,2019-02-15,10,Polo,2,130,260
