,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
67692,46839,2019-08-30,10,Sapato Xadrez,3,368,1104
67733,46874,2019-08-30,10,Sunga Xadrez,2,116,232
67760,46904,2019-08-30,10,Terno Listrado,2,709,1418
67792,46927,2019-08-30,10,Calça Xadrez,2,185,370
67793,46927,2019-08-30,10,Pulseira Listrado,2,79,158
67806,46936,2019-08-30,10,Chinelo,1,60,60
67807,46936,2019-08-30,10,Sapato,2,350,700
67808,46936,2019-08-30,10,Camisa Xadrez,2,105,210
67850,46960,2019-08-30,10,Polo Xadrez,4,142,568
67856,46963,2019-08-30,10,Chinelo Liso,2,71,142
67946,47026,2019-08-30,10,Terno Linho,3,750,2250
67947,47026,2019-08-30,10,Mochila Linho,4,311,1244
