,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
65151,45065,2019-08-21,10,Terno Liso,1,720,720
65153,45067,2019-08-21,10,Tênis Estampa,1,256,256
65168,45078,2019-08-21,10,Bermuda Xadrez,1,155,155
65169,45078,2019-08-21,10,Sunga Listrado,2,114,228
65255,45131,2019-08-21,10,Cueca Estampa,1,66,66
65256,45131,2019-08-21,10,Cinto Xadrez,1,215,215
65257,45131,2019-08-21,10,Camiseta Listrado,1,197,197
65297,45158,2019-08-21,10,Calça Liso,3,190,570
65298,45158,2019-08-21,10,Camiseta Liso,2,187,374
65322,45176,2019-08-21,10,Camisa Gola V Listrado,2,116,232
65323,45176,2019-08-21,10,Pulseira Estampa,3,87,261
65324,45176,2019-08-21,10,Short Listrado,2,102,204
65327,45178,2019-08-21,10,Cinto Liso,2,209,418
65330,45181,2019-08-21,10,Cueca Liso,1,69,69
65331,45181,2019-08-21,10,Bermuda Estampa,3,169,507
65332,45182,2019-08-21,10,Camiseta Linho,3,223,669
65333,45182,2019-08-21,10,Mochila Listrado,2,275,550
65334,45182,2019-08-21,10,Cinto Linho,1,248,248
65350,45193,2019-08-21,10,Cueca Liso,1,69,69
