,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
86065,59636,2019-11-03,10,Calça Liso,2,190,380
86066,59636,2019-11-03,10,Short,2,90,180
86097,59655,2019-11-03,10,Mochila Liso,2,276,552
86098,59655,2019-11-03,10,Casaco,2,250,500
86100,59657,2019-11-03,10,Bermuda,1,150,150
86103,59659,2019-11-03,10,Short Estampa,5,96,480
86104,59659,2019-11-03,10,Chinelo Liso,1,71,71
86135,59683,2019-11-03,10,Camisa Gola V Xadrez,1,107,107
86136,59683,2019-11-03,10,Terno Linho,1,750,750
86199,59728,2019-11-03,10,Sapato Listrado,3,363,1089
86277,59793,2019-11-03,10,Polo Linho,3,176,528
86278,59793,2019-11-03,10,Sapato Listrado,4,363,1452
