,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
4246,2912,2019-01-17,10,Camisa Gola V Estampa,1,118,118
4247,2912,2019-01-17,10,Camisa Gola V Linho,4,145,580
4248,2912,2019-01-17,10,Sapato,1,350,350
4249,2912,2019-01-17,10,Cueca Xadrez,1,60,60
4273,2933,2019-01-17,10,Camisa Gola V Xadrez,1,107,107
4274,2933,2019-01-17,10,Terno,5,700,3500
4275,2935,2019-01-17,10,Bermuda Xadrez,3,155,465
4276,2935,2019-01-17,10,Cinto Xadrez,2,215,430
4360,2987,2019-01-17,10,Cinto Estampa,1,209,209
4373,2994,2019-01-17,10,Pulseira Linho,1,114,114
4374,2994,2019-01-17,10,Relógio Estampa,4,219,876
4375,2994,2019-01-17,10,Meia Linho,1,78,78
4414,3023,2019-01-17,10,Sunga Listrado,2,114,228
4415,3023,2019-01-17,10,Meia Xadrez,1,41,41
4416,3023,2019-01-17,10,Pulseira Estampa,3,87,261
4487,3064,2019-01-17,10,Camisa Gola V Liso,2,118,236
4488,3065,2019-01-17,10,Camisa Liso,4,105,420
4507,3073,2019-01-17,10,Camiseta Xadrez,1,200,200
4508,3073,2019-01-17,10,Pulseira Listrado,2,79,158
4509,3073,2019-01-17,10,Pulseira Estampa,4,87,348
