,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
71638,49654,2019-09-13,10,Polo Liso,1,137,137
71639,49654,2019-09-13,10,Bermuda Estampa,1,169,169
71671,49684,2019-09-13,10,Camisa Liso,2,105,210
71672,49684,2019-09-13,10,Camisa Gola V Liso,5,118,590
71733,49726,2019-09-13,10,Bermuda Xadrez,1,155,155
71767,49755,2019-09-13,10,Camiseta Listrado,3,197,591
71854,49826,2019-09-13,10,Meia Xadrez,2,41,82
71855,49827,2019-09-13,10,Camisa Linho,3,141,423
71856,49827,2019-09-13,10,Tênis,1,250,250
71895,49849,2019-09-13,10,Tênis,3,250,750
