,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
77855,53998,2019-10-05,5,Terno Liso,3,720,2160
77856,53998,2019-10-05,5,Chinelo Liso,1,71,71
77857,53998,2019-10-05,5,Pulseira Liso,1,87,87
77858,53998,2019-10-05,5,Relógio Xadrez,1,214,214
77859,53998,2019-10-05,5,Mochila,1,270,270
77905,54039,2019-10-05,5,Casaco Linho,3,299,897
77906,54039,2019-10-05,5,Cueca,3,50,150
77954,54066,2019-10-05,5,Bermuda Listrado,1,163,163
78010,54101,2019-10-05,5,Pulseira Estampa,1,87,87
78039,54127,2019-10-05,5,Gorro Estampa,3,93,279
78040,54127,2019-10-05,5,Terno Xadrez,3,709,2127
